,variety
22567,Sauvignon Blanc
49409,Bordeaux-style White Blend
93667,Cabernet Sauvignon
122355,Pinot Noir
77648,Chardonnay
6933,Portuguese Red
17912,Bordeaux-style White Blend
104874,Cabernet Sauvignon
30660,Pinot Noir
112822,Aglianico
50837,Chardonnay
102545,Grüner Veltliner
122730,Pinot Noir
120051,Tempranillo
111121,Sauvignon Blanc
99352,Pinot Noir
54915,Sauvignon Blanc
10861,Rhône-style Red Blend
88186,Riesling
93122,White Blend
125814,Riesling
99553,Chardonnay
75903,Chardonnay
92525,Pinot Noir
118102,Bordeaux-style White Blend
37812,Syrah
759,Syrah
49623,Chardonnay
85689,Sauvignon Blanc
71115,Chardonnay
9652,Red Blend
65325,Chardonnay
107368,Port
115885,Syrah
47103,Rosé
99138,Tempranillo
97539,Syrah
14977,Chardonnay
31279,Pinot Noir
56348,Pinot Bianco
118649,Sauvignon Blanc
129009,Merlot
8347,Sparkling Blend
72837,White Blend
103720,Red Blend
111977,Pinot Noir
6529,Tempranillo
17381,Bordeaux-style White Blend
47572,Pinot Blanc
128129,Portuguese Red
59139,Gewürztraminer
73052,Cabernet Sauvignon
18459,Rhône-style Red Blend
66080,Chardonnay
17276,Bordeaux-style Red Blend
48123,Petite Sirah
78059,Gewürztraminer
13021,Meritage
109322,Chardonnay
91871,Zinfandel
79051,Shiraz
31561,Barbera
50845,Chardonnay
26372,Zinfandel
121076,Rhône-style Red Blend
124153,Pinot Noir
22293,Sauvignon Blanc
126230,Bordeaux-style Red Blend
7962,Vernaccia
68433,Sauvignon Blanc
21594,Syrah
87775,Friulano
78167,Sauvignon Blanc
100340,Red Blend
46672,Malbec
68980,Chardonnay
116570,Chardonnay
62089,Cabernet Sauvignon
59463,Bordeaux-style Red Blend
115961,Syrah
100021,Cabernet Sauvignon
5557,Pinot Noir
120064,Riesling
117364,Sparkling Blend
111723,White Blend
44692,Merlot
10937,Pinot Noir
126849,White Blend
33180,White Blend
73620,Pinot Noir
122834,Red Blend
69672,Syrah
49023,Cabernet Sauvignon
87961,Chardonnay
102968,Chardonnay
110304,Tempranillo
102377,Pinot Noir
53752,Tempranillo Blend
96268,Red Blend
105962,Pinot Gris
30464,Chardonnay
1322,Grüner Veltliner
121591,Riesling
47297,Red Blend
29141,Chardonnay
46852,Sangiovese Grosso
8905,Nebbiolo
127894,Mencía
76994,Portuguese Red
111086,Bordeaux-style Red Blend
46429,Pinot Noir
40046,Pinot Noir
95902,Glera
72530,Syrah
86181,Pinot Noir
124611,Cabernet Sauvignon
16611,Cabernet Sauvignon
65913,Chardonnay
63444,White Blend
102040,Bordeaux-style Red Blend
73585,Zinfandel
4436,Chardonnay
76725,Carmenère
112508,Glera
56738,Grüner Veltliner
12006,Cabernet Sauvignon
63169,Pinot Noir
98171,Bordeaux-style Red Blend
67241,Zweigelt
76425,Sauvignon Blanc
69078,Champagne Blend
124324,Pinot Grigio
34540,Chardonnay
86437,Malbec
96031,White Blend
8192,Syrah
117306,Pinot Noir
1248,Red Blend
74193,Riesling
96590,Cabernet Sauvignon
65401,Red Blend
52929,Pinot Noir
9630,Cabernet Sauvignon
100911,Syrah
94865,Nebbiolo
80588,Red Blend
91488,Red Blend
26732,Grüner Veltliner
22596,Gamay
23814,Pinot Noir
103206,Chardonnay
17465,Red Blend
71916,Chardonnay
26632,Syrah
94892,Nebbiolo
80919,Bordeaux-style Red Blend
46986,Zinfandel
55838,Sparkling Blend
46955,Merlot
101386,Bordeaux-style Red Blend
91379,Cabernet Sauvignon
127636,Chardonnay
15936,Pinot Noir
59504,Chenin Blanc
100932,Chardonnay
117080,Pinot Noir
11897,Tempranillo
38203,Cabernet Sauvignon
71392,Bordeaux-style Red Blend
68991,Pinot Noir
26626,Merlot
47909,Pinot Noir
100071,Syrah
23092,Chardonnay
118362,Riesling
8104,Chardonnay
30158,Malbec
69288,Chardonnay
123692,Pinot Blanc
12919,Viognier
59185,Portuguese Red
11012,Portuguese Red
13449,Chardonnay
12084,Syrah
52336,Tempranillo
38991,Sauvignon Blanc
20830,Merlot
14377,Gewürztraminer
73712,Gamay
2170,Pinot Blanc
107708,Merlot
17402,Red Blend
85277,Grüner Veltliner
33098,Nebbiolo
99338,Pinot Noir
13445,Syrah
87490,Malbec
62937,Shiraz
16909,Bordeaux-style Red Blend
110318,Bordeaux-style Red Blend
99454,Grüner Veltliner
96379,Bordeaux-style Red Blend
122564,Port
73408,Cabernet Sauvignon
129466,Pinot Noir
119711,Cabernet Sauvignon
98466,Red Blend
75395,Cabernet Sauvignon
60600,Chardonnay
113372,Sauvignon Blanc
46402,Cabernet Sauvignon
117328,Sauvignon Blanc
70126,Red Blend
50114,Sauvignon Blanc
129906,Cabernet Sauvignon
56895,Bordeaux-style Red Blend
123722,Petit Verdot
120174,Sangiovese
67967,Sangiovese
77324,Cabernet Sauvignon
122065,Tempranillo
63905,Pinot Noir
128360,Viognier
83401,Chardonnay
87870,Malbec
96484,Cabernet Sauvignon
50702,Red Blend
70263,Cabernet Sauvignon
50895,Rosé
27356,Pinot Noir
5645,Sparkling Blend
14856,Tempranillo
1168,Bordeaux-style Red Blend
76961,Riesling
44443,Pinot Noir
95662,Sangiovese
57036,Cabernet Sauvignon
64978,Red Blend
8776,Chardonnay
103304,Malbec
36585,Bordeaux-style Red Blend
47054,Pinot Grigio
50204,Red Blend
47865,Pinot Gris
2474,Zinfandel
49100,Zinfandel
44063,Shiraz
98664,Rhône-style Red Blend
37165,Bordeaux-style Red Blend
88490,Pinot Gris
90904,Chardonnay
94016,Sauvignon Blanc
44052,Merlot
9242,Rhône-style Red Blend
41205,Syrah
39064,Pinot Noir
96767,Pinot Gris
13472,Cabernet Franc
8351,Riesling
3714,Greco
32825,Pinot Noir
79184,Gamay
80059,Tinta de Toro
11620,Pinot Noir
50123,Merlot
91812,Friulano
122767,Pinot Gris
44620,Portuguese White
19028,Mourvèdre
3780,Riesling
32746,Pinot Noir
52507,Friulano
129244,Bordeaux-style White Blend
59856,Chardonnay
8842,Riesling
68925,Cabernet Sauvignon
66061,Merlot
49900,Chardonnay
28045,Cabernet Sauvignon
16563,Pinot Noir
96630,Zinfandel
59119,Riesling
65965,Syrah
27358,Tempranillo
65628,Pinot Noir
102153,Merlot
44083,Merlot
51097,Cabernet Franc
46269,Sangiovese
103866,Pinot Noir
61383,Cabernet Sauvignon
125700,Red Blend
75008,Cabernet Sauvignon
18789,Chardonnay
116424,Pinot Noir
89644,Cabernet Sauvignon
59763,Riesling
29894,Grüner Veltliner
87338,Pinot Noir
122498,Red Blend
117307,Chardonnay
56494,Merlot
80855,Grenache
71541,Bordeaux-style Red Blend
115603,Glera
84700,Syrah
51968,Chardonnay
60906,Syrah
40867,Pinot Noir
7867,Malbec
9102,Malbec
118071,Cabernet Sauvignon
89241,Sauvignon Blanc
38900,Glera
59505,Zinfandel
117629,Chardonnay
104961,Cabernet Sauvignon
55802,Zinfandel
77546,Red Blend
78865,Pinot Noir
14149,Chardonnay
68816,Sangiovese
28658,Cabernet Sauvignon
52099,Riesling
118489,Pinot Noir
21650,Pinot Noir
84751,Pinot Noir
116635,Rosé
117533,Riesling
86994,Rosé
100567,Pinot Gris
100904,Montepulciano
88020,Pinot Noir
13008,Cabernet Sauvignon
92006,Prosecco
43932,Fiano
98775,Malbec
44504,Pinot Noir
8301,Grüner Veltliner
125226,Sauvignon Blanc
122989,Red Blend
113673,Sauvignon Blanc
119940,Pinot Noir
62504,Port
117710,Red Blend
118565,Nebbiolo
45888,Chardonnay
114190,Merlot
61388,Riesling
114244,Chardonnay
12728,Portuguese Red
123646,Sauvignon Blanc
116886,Riesling
125817,Syrah
62074,Pinot Gris
116828,White Blend
97415,Bordeaux-style Red Blend
125969,Pinot Noir
86060,Pinot Noir
75860,Syrah
54459,Monastrell
76764,Gewürztraminer
12148,Syrah
125870,Pinot Noir
114534,Cabernet Sauvignon
22114,Chardonnay
12921,Chardonnay
102494,Pinot Noir
15551,Riesling
84078,Grenache
81655,Red Blend
126320,Cabernet Sauvignon
108194,Verdejo
89620,Cabernet Franc
103840,Pinot Noir
53836,Red Blend
126743,Red Blend
114766,Red Blend
71978,Chardonnay
93516,Bordeaux-style White Blend
87172,Nebbiolo
93052,Sangiovese Grosso
105788,Cabernet Sauvignon
84188,Sangiovese
33520,Pinot Noir
125291,Sangiovese Grosso
96280,Pinot Noir
75598,Chardonnay
118359,Pinot Noir
3169,Glera
39276,Gamay
43550,Chardonnay
109624,Sparkling Blend
49221,Sauvignon Blanc
105388,Tempranillo
109929,Pinot Noir
69429,Red Blend
90883,Riesling
39856,Pinot Noir
90039,Cabernet Sauvignon
52538,Cabernet Sauvignon
16254,Gewürztraminer
118897,Gewürztraminer
7753,Grüner Veltliner
68581,Pinot Noir
91522,Zinfandel
97448,Bordeaux-style Red Blend
75394,Cabernet Sauvignon
79574,"Corvina, Rondinella, Molinara"
107489,Red Blend
48310,Riesling
94401,Chardonnay
106686,Grenache Blanc
88044,Merlot
73632,Rhône-style Red Blend
70820,Riesling
82048,Rhône-style Red Blend
90261,Cabernet Sauvignon
83046,Sauvignon Blanc
122835,G-S-M
44681,Bordeaux-style Red Blend
51054,Cabernet Sauvignon
125868,Grüner Veltliner
101671,Malbec
18174,Pinot Noir
95788,Riesling
3138,Grüner Veltliner
14838,Sparkling Blend
98486,Cabernet Sauvignon
103508,Zinfandel
70512,Bordeaux-style Red Blend
73819,Syrah
19767,Syrah
126737,Zinfandel
15232,Pinot Noir
80227,Chardonnay
91226,Tempranillo
70107,Barbera
3599,Chardonnay
42949,Pinot Noir
82253,Pinot Noir
94654,Sauvignon Blanc
36075,Bordeaux-style Red Blend
78876,Chardonnay
116501,Sauvignon Blanc
107132,Riesling
5244,Bordeaux-style Red Blend
32986,Riesling
53797,Pinot Gris
69208,Bordeaux-style Red Blend
4747,Sauvignon Blanc
15640,Syrah
71286,Syrah
100710,Nebbiolo
31324,Pinot Noir
34708,Pinot Noir
110766,Chardonnay
106844,Syrah
42840,Pinot Gris
92412,Sangiovese
122822,Pinot Noir
85365,Cabernet Sauvignon
32584,White Blend
74721,Glera
114418,Tempranillo Blend
56836,Bordeaux-style Red Blend
50198,Malbec
103141,Syrah
80856,Sauvignon Blanc
1629,Portuguese Red
102767,Garnacha
44068,Cabernet Sauvignon
4265,Bordeaux-style Red Blend
124785,Viognier
114544,Pinot Noir
26429,Pinot Noir
70731,Syrah
34566,Bordeaux-style Red Blend
20098,Chardonnay
76892,Chardonnay
56959,Shiraz
88338,Sparkling Blend
110168,Chardonnay
573,Bordeaux-style Red Blend
108547,Shiraz
1671,Merlot
27195,Chardonnay
10959,Bordeaux-style Red Blend
13035,Aglianico
92885,Port
15256,Pinot Noir
24171,Red Blend
109328,Tempranillo
33616,Red Blend
37364,Rhône-style Red Blend
125022,Merlot
12877,White Blend
39360,Petit Verdot
82796,Pinot Noir
117201,Malbec
27728,Syrah
27953,Chardonnay
4780,Pinot Noir
25974,Pinot Noir
11312,Sparkling Blend
40568,Riesling
21305,Carmenère
89475,Syrah
72425,White Blend
95657,Chardonnay
6251,Portuguese Red
119252,Shiraz
23915,Rosé
83484,Chardonnay
97570,Cabernet Sauvignon
110385,Pinot Noir
70846,Sparkling Blend
3864,Syrah
79205,Tempranillo
40817,Red Blend
45538,Pinot Gris
60061,Chardonnay
18664,Pinot Noir
6356,Nebbiolo
110337,Zinfandel
81902,Chardonnay
54754,Merlot
65629,Malbec
48264,"Corvina, Rondinella, Molinara"
92050,Merlot
115243,Viognier
38692,Tempranillo
88285,Riesling
17561,Glera
48938,Chardonnay
20366,Cabernet Sauvignon
53119,Viognier
96442,Syrah
112080,Syrah
73075,Chardonnay
120421,Riesling
26639,Sparkling Blend
73127,Red Blend
79419,Nebbiolo
88403,Syrah
84495,Sparkling Blend
100132,White Blend
117539,Rhône-style Red Blend
3658,Red Blend
31196,Pinot Noir
39280,Tannat
59497,Chenin Blanc
34741,Grüner Veltliner
49018,Sauvignon
46028,Portuguese Red
6264,Cabernet Sauvignon
61774,Zinfandel
108993,Mencía
57722,Aglianico
98643,Rhône-style Red Blend
114840,Zinfandel
46200,Sauvignon Blanc
77060,Rosé
20706,Viognier
1374,Mourvèdre
14643,Sauvignon Blanc
8261,Riesling
107276,Tempranillo
75660,Pinot Blanc
44341,Chardonnay
29742,Cabernet Franc
26206,Portuguese Red
44282,Bordeaux-style Red Blend
111476,Red Blend
99353,Syrah
86803,Red Blend
80604,Nebbiolo
61350,Sparkling Blend
53625,Red Blend
82140,Nerello Mascalese
34670,Melon
3005,Bordeaux-style Red Blend
19738,Chardonnay
6803,Pinot Noir
59735,White Blend
67828,Pinot Noir
37561,Tempranillo Blend
72895,Chardonnay
28312,Pinot Noir
107112,Rosé
88281,Riesling
51422,Cabernet Sauvignon
99900,Tempranillo
104843,Cabernet Sauvignon
25898,Pinot Noir
62833,Pinotage
80586,Red Blend
101873,Rhône-style Red Blend
28994,Pinot Noir
65984,Pinot Noir
67652,Pinot Noir
108801,Nebbiolo
97488,Red Blend
69127,Rosé
9372,Viura
39785,Portuguese White
58418,Pinot Noir
63453,Cabernet Sauvignon
76726,Rhône-style Red Blend
74686,Sparkling Blend
18208,Malbec
51921,Chardonnay
118346,Pinot Noir
5355,Pinot Noir
110086,Chardonnay
105210,Pinot Noir
113612,Sauvignon Blanc
123795,Chardonnay
110047,Cabernet Sauvignon
86653,Bordeaux-style Red Blend
4625,Nebbiolo
89287,Pinot Noir
38037,Cabernet Sauvignon
93710,Merlot
91864,Pinot Grigio
106461,Pinot Bianco
74582,Carmenère
112413,Pinot Gris
25196,Cabernet Sauvignon
50870,Cabernet Sauvignon
15110,Chardonnay
67378,Rhône-style Red Blend
61923,Chardonnay
97308,Portuguese Red
109818,Pinot Noir
82774,Sparkling Blend
68501,Sauvignon Blanc
58544,Bordeaux-style Red Blend
1373,Zinfandel
125798,Sangiovese
90839,Zinfandel
72104,Greco
8486,Cabernet Sauvignon
69951,Red Blend
68446,Sangiovese
85665,Zinfandel
75700,Garganega
104064,Bordeaux-style Red Blend
80738,Red Blend
32263,Chardonnay
30015,Zinfandel
5600,Pinot Noir
42701,Pinot Noir
92627,Chardonnay
128575,Vernaccia
23421,Red Blend
54696,Cabernet Sauvignon
47212,Sauvignon Blanc
80930,Syrah
59695,Cabernet Sauvignon
100935,Zinfandel
124972,Malbec
65707,Bordeaux-style Red Blend
12116,Sauvignon
91237,Malbec
43156,Nebbiolo
52956,Nebbiolo
46833,Shiraz
99837,Tempranillo
71111,Cabernet Sauvignon
49411,Pinot Noir
53745,Aglianico
70936,Gewürztraminer
119924,Pinot Noir
43072,Bordeaux-style Red Blend
17048,Riesling
97688,Chardonnay
59778,Petite Sirah
106704,Sauvignon
43488,Riesling
73058,Cabernet Sauvignon
53707,Red Blend
90150,Sauvignon Blanc
29254,Bordeaux-style Red Blend
40259,Chardonnay
29845,Barbera
115381,Pinot Noir
46181,Sauvignon Blanc
69045,White Blend
56461,Syrah
20584,Gewürztraminer
17813,Chardonnay
118968,Red Blend
60256,Muscat
105694,Riesling
92886,Moscato
31589,Cabernet Sauvignon
96745,Grenache
70812,Red Blend
101749,Chenin Blanc
22048,Torrontés
3646,Riesling
49033,Riesling
23852,Glera
128195,Sangiovese
99184,Cabernet Sauvignon
76488,Tempranillo
118714,Pinot Noir
30067,Petite Sirah
119676,Cabernet Sauvignon
38488,Red Blend
68365,Cabernet Sauvignon
68201,Riesling
128190,Malbec
112847,Red Blend
83189,Syrah
89379,Sparkling Blend
98158,Nero d'Avola
74831,Red Blend
49166,Riesling
15035,Riesling
27383,Sparkling Blend
66536,Sparkling Blend
83535,Rosé
95735,Pinot Noir
36270,Merlot
108878,Nebbiolo
81635,Bordeaux-style Red Blend
11873,Cabernet Sauvignon-Merlot
12595,Garganega
80259,Rosé
64332,Sauvignon Blanc
51571,White Blend
19984,Malbec
15645,Red Blend
30621,White Blend
59976,Sangiovese
95691,Sangiovese
48953,Merlot
41015,Cabernet Sauvignon
76237,Riesling
73856,Merlot
90678,Chardonnay
128429,Pinot Noir
18097,Red Blend
36811,Touriga Nacional
71707,White Blend
25096,Zinfandel
6062,Riesling
43950,Pinot Noir
17979,Pinot Noir
119865,Red Blend
106847,Tannat
2336,Cabernet Sauvignon
106854,Pinot Noir
105245,Pinot Gris
34595,Riesling
48937,Cabernet Sauvignon
68652,Pinot Noir
107954,Sangiovese
18421,Chardonnay
28526,Bordeaux-style Red Blend
65192,Rhône-style White Blend
9746,Cabernet Sauvignon
105117,Merlot
50475,Zinfandel
69036,Sauvignon Blanc
32502,Bordeaux-style Red Blend
120742,Red Blend
31911,Malbec
30112,Syrah
32206,Viognier
64936,Rosé
61420,Rosé
127655,Sauvignon Blanc
85469,Chardonnay
90867,Red Blend
53418,Bordeaux-style Red Blend
93406,Pinot Noir
118049,Malbec
87012,Portuguese Red
101260,Chardonnay
31616,Pinot Noir
85189,Sauvignon Blanc
22812,Champagne Blend
71322,Nebbiolo
91448,Cabernet Sauvignon
97444,Merlot
94847,Portuguese Red
11962,Sangiovese Grosso
46137,Pinot Noir
12940,Red Blend
51072,Red Blend
3172,Glera
13713,Sauvignon Blanc
70331,Sauvignon Blanc
100689,Mourvèdre
92154,Syrah
54889,Sangiovese
123297,Syrah
74376,Rosé
113066,Zinfandel
36283,Riesling
93370,Chardonnay
30888,Chardonnay
117577,Sangiovese
107476,Sauvignon Blanc
125701,Chenin Blanc
4639,Zinfandel
6188,Chardonnay
54345,Sauvignon Blanc
61329,Chardonnay
57930,Champagne Blend
64261,Riesling
39892,Cabernet Sauvignon
91956,Malbec
73275,Riesling
52865,Pinot Noir
74250,Pinot Noir
22924,Rosé
119029,Cabernet Sauvignon
119760,Rosé
49160,Chardonnay
43464,Bordeaux-style Red Blend
402,Syrah
43472,Pinot Noir
109726,White Blend
114595,Bordeaux-style Red Blend
98443,Sauvignon Blanc
63582,Tempranillo
28305,Rhône-style Red Blend
50230,Red Blend
99212,Petit Verdot
1024,Pinot Gris
119455,Cabernet Sauvignon
27188,Mourvèdre
52688,Cabernet Sauvignon
66513,Rosé
112124,Rosé
91791,Syrah
24337,Chardonnay
67920,Red Blend
66046,Merlot
118970,Cabernet Sauvignon
112349,Pinot Noir
14581,Pinot Noir
94565,Chardonnay
108499,Sangiovese
4073,Chardonnay
58730,Red Blend
114491,Shiraz
75193,Rhône-style Red Blend
88288,Malbec
17421,Sparkling Blend
35139,Cabernet Sauvignon
3838,Riesling
60887,Pinot Noir
30306,Bordeaux-style White Blend
106035,Pinot Noir
70478,Pinot Noir
34172,Vernaccia
111008,Zinfandel
109063,Chardonnay
22760,Pinot Gris
122489,Red Blend
45467,Riesling
81034,Merlot
129887,Malbec
64353,Cabernet Sauvignon
43682,Red Blend
32317,Cabernet Sauvignon
124258,Chardonnay
74111,Merlot
77913,Portuguese Red
93921,Syrah
7969,White Blend
109546,Cabernet Sauvignon
33306,Merlot
122749,Pinot Noir
110189,Portuguese Red
61508,Zinfandel
122485,Grenache Blanc
121562,Riesling
48528,Zinfandel
8252,Pinot Noir
64013,Cabernet Sauvignon
78641,Nebbiolo
110937,Zweigelt
44569,Champagne Blend
122143,Glera
18593,Sangiovese
15682,Pinot Noir
71135,Pinot Grigio
37115,Cabernet Sauvignon
47166,Sangiovese
50347,Sauvignon Blanc
114435,Chardonnay
9163,Red Blend
73892,Red Blend
27396,Malbec
4800,Pinot Grigio
32872,Cabernet Sauvignon
113729,Sparkling Blend
63772,Riesling
116596,Syrah
76460,Rosé
89410,Sangiovese
13525,Riesling
51964,Bordeaux-style Red Blend
47474,Red Blend
61224,Red Blend
4134,Portuguese White
129601,Riesling
25521,Rosé
101800,Bordeaux-style Red Blend
116257,Chardonnay
41429,Portuguese Red
59860,Pinot Noir
46185,Gewürztraminer
26071,Sangiovese
79446,Sangiovese Grosso
76277,Verdejo
87206,Portuguese Red
45248,Rosé
122617,Port
61444,Pinot Noir
24327,Cabernet Sauvignon
45619,Port
33914,Sauvignon Blanc
3576,White Blend
17859,Zinfandel
45127,Pinot Noir
58060,White Blend
53550,Pinot Noir
82830,Champagne Blend
34417,Cabernet Sauvignon
114637,Grüner Veltliner
103575,Greco
89874,Tempranillo
6295,Viognier
94515,Nerello Mascalese
79730,Portuguese White
29908,Bordeaux-style Red Blend
117924,Rosé
90960,Petite Sirah
103822,Red Blend
113776,Syrah
98386,Shiraz
53315,Cabernet Sauvignon-Syrah
125083,Port
25130,Rhône-style Red Blend
57723,Pinot Noir
37729,Pinot Noir
11980,Red Blend
82190,Chardonnay
31890,Red Blend
123842,Petite Sirah
76583,Aglianico
125746,Merlot
81095,Chardonnay
15120,Pinot Noir
55057,Red Blend
8804,Barbera
70630,Cabernet Sauvignon
63823,Rosé
32968,Riesling
115970,Glera
36959,Pinot Gris
102888,Albariño
100025,Riesling
46777,Sauvignon Blanc
97099,Rosé
27541,Merlot
81662,Cabernet Sauvignon
87923,Rosé
55766,Chardonnay
11314,Pinot Noir
82138,Riesling
30334,Bordeaux-style White Blend
115363,Merlot
3288,Shiraz
92331,Chardonnay
83711,Rosé
31448,Gewürztraminer
15122,Syrah
13811,Grüner Veltliner
25870,Sauvignon Blanc
104975,Chardonnay
97209,Red Blend
62559,Red Blend
59565,Sangiovese Grosso
73564,Malbec
110949,Rosé
21495,Chardonnay
4299,Red Blend
26150,Nerello Mascalese
17702,Pinot Bianco
7310,Champagne Blend
126475,Pinot Noir
97414,Cabernet Sauvignon
28226,Cabernet Sauvignon
126616,Red Blend
41833,Riesling
106365,Riesling
59037,Grüner Veltliner
95415,Sangiovese
5169,Dolcetto
61355,Red Blend
12638,Tannat
85781,Sauvignon Blanc
11708,Riesling
36502,Port
50532,Red Blend
54559,Chenin Blanc
89531,Grenache
118424,Cabernet Sauvignon
124275,Tinta de Toro
114924,Sauvignon Blanc
6538,Chardonnay
94169,Syrah
71798,Grüner Veltliner
53118,White Blend
104807,Chardonnay
7503,Grenache Blanc
29171,Syrah
102897,Syrah
124853,Rosé
98406,Grüner Veltliner
118912,Bordeaux-style Red Blend
10467,Tempranillo Blend
41159,Merlot
104940,Pinot Noir
99974,Glera
72771,Pinot Noir
99336,Pinot Noir
108919,Tempranillo
129804,"Corvina, Rondinella, Molinara"
42250,Sauvignon Blanc
17929,Barbera
128642,Pinot Noir
44638,Bordeaux-style White Blend
78293,Chardonnay
90168,Portuguese Red
67951,Portuguese Red
938,Tempranillo
15980,White Blend
99201,Riesling
105752,"Corvina, Rondinella, Molinara"
21832,Moscato
45196,Sauvignon Blanc
76632,Cabernet Sauvignon
75731,Zinfandel
118473,Merlot
61795,Rhône-style White Blend
14461,Red Blend
6977,Chardonnay
58320,Pinot Noir
47969,Tempranillo
61867,Bordeaux-style White Blend
34649,Portuguese Red
71928,Red Blend
36623,Pinot Gris
100853,Cabernet Franc
107481,Pinot Noir
8475,Viognier
45373,Rosé
38453,Sangiovese
34178,Portuguese Red
86729,Syrah
7983,Chardonnay
112966,Gewürztraminer
49013,White Blend
127392,Cabernet Sauvignon
60391,Chardonnay
65020,Cabernet Sauvignon
31414,Champagne Blend
102328,Pinot Noir
101595,Sauvignon Blanc
13108,Viognier
28369,Syrah
118095,Cabernet Franc
14544,Portuguese White
91941,Sparkling Blend
88837,Zinfandel
109143,Chardonnay
100464,Merlot
106829,Rhône-style Red Blend
85000,Chardonnay
50151,Chardonnay
100683,Chardonnay
118546,Portuguese White
48582,Tempranillo
65734,Bordeaux-style Red Blend
117608,Viognier
65717,Riesling
100747,Grüner Veltliner
18060,Riesling
128772,Champagne Blend
110413,Rosé
49804,Tempranillo Blend
26230,Syrah
27858,Zinfandel
8854,Syrah
211,Rhône-style Red Blend
58277,Cabernet Franc
104550,White Blend
66622,Sauvignon Blanc
90937,Syrah
14611,Red Blend
19387,Cabernet Franc
96370,Riesling
69953,Cabernet Franc
72115,White Blend
53709,Chardonnay
52086,Syrah
101573,Tannat
90555,Nebbiolo
24495,Merlot
44113,White Blend
93801,Cabernet Sauvignon
57349,Pinot Noir
53733,Bordeaux-style Red Blend
119574,Syrah
81842,Riesling
115660,Bordeaux-style Red Blend
